,Participant_ID,Language,Study group,Session order,Treatment,Task_type,Task,Task_D1,Task_D2,Task_D3,Task_D4,Task_E1,Task_E2,Task_E3,Task_E4,Education,Position,year_experience,Completeness,question_score,Experiment,Task_Questions_type,All lines,Comment lines,Blank lines,Code lines
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,closed,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,closed,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,closed,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,closed,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,closed,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,open,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,open,840,0,132,708
52,27,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,80.0,1,S2,open,840,0,132,708
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,0,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,closed,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,open,195,3,50,142
53,27,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,80.0,1,S2,open,195,3,50,142
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,0,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,closed,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,open,176,3,46,127
54,28,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,33.0,1,S2,open,176,3,46,127
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,0,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,0,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,closed,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,open,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,open,845,14,139,692
55,28,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,70.0,1,S2,open,845,14,139,692
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,closed,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,0,S2,open,804,4,136,664
56,29,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,25.0,1,S2,open,804,4,136,664
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,182,1,47,134
57,29,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,182,1,47,134
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,closed,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,open,179,4,44,131
58,30,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,38.0,1,S2,open,179,4,44,131
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,closed,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,open,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,0,S2,open,813,6,135,672
59,30,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,30.0,1,S2,open,813,6,135,672
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,0,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,closed,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,open,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,open,813,10,135,668
60,31,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,0.0,1,S2,open,813,10,135,668
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,closed,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,open,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,0,S2,open,205,3,45,157
61,31,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,100.0,1,S2,open,205,3,45,157
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,1,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,0,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,0,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,1,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,0,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,1,S2,closed,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,1,S2,open,181,14,49,118
62,32,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,8.0,1,S2,open,181,14,49,118
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,0,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,0,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,closed,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,open,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,1,S2,open,816,27,151,638
63,32,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,35.0,0,S2,open,816,27,151,638
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,0,S2,closed,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,open,803,6,133,664
64,33,Java,C,First,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,23.0,1,S2,open,803,6,133,664
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,0,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,closed,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,1,S2,open,173,4,54,115
65,33,Java,C,Second,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,95.0,0,S2,open,173,4,54,115
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,181,4,44,133
66,34,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,181,4,44,133
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,closed,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,open,812,1,134,677
67,34,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,93.0,1,S2,open,812,1,134,677
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,closed,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,open,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,open,821,16,133,672
68,35,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,60.0,1,S2,open,821,16,133,672
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,closed,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,206,16,50,140
69,35,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,55.0,1,S2,open,206,16,50,140
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,177,22,55,100
70,36,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,open,177,22,55,100
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,closed,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,open,831,5,135,691
71,36,Java,B,Second,NAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,45.0,1,S2,open,831,5,135,691
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,closed,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,open,179,4,47,128
72,37,Java,D,First,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,35.0,1,S2,open,179,4,47,128
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,0,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,closed,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,open,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,open,819,4,131,684
73,37,Java,D,Second,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,2,73.0,1,S2,open,819,4,131,684
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,0,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,closed,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,0,S2,open,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,open,818,6,133,679
74,38,Java,A,First,WAI,D,D3,0,0,1,0,0,0,0,0,High school,Bachelor,1,73.0,1,S2,open,818,6,133,679
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,closed,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,closed,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,closed,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,closed,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,closed,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,0,S2,open,194,4,51,139
75,38,Java,A,Second,NAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,1,50.0,1,S2,open,194,4,51,139
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,0,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,0,S2,closed,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,open,179,24,46,109
76,39,Java,B,First,WAI,E,E3,0,0,0,0,0,0,1,0,High school,Bachelor,2,60.0,1,S2,open,179,24,46,109
